Mass	Intensity
792.813	12467
793.06	15400
793.393	12863
793.483	12528
793.583	12618
793.661	12603
793.83	12663
793.926	12868
794.166	17404
794.488	12954
794.616	12785
794.742	12579
795.147	15945
795.556	12919
795.687	12609
795.811	12565
796.064	14222
796.146	14311
796.489	13263
796.641	12547
796.662	12455
796.695	12438
796.721	12428
796.775	12506
796.841	12496
796.889	12544
797.069	14973
797.123	15163
797.299	13315
797.401	12908
797.542	12806
797.7	12476
797.75	12526
797.773	12477
798.074	14008
798.213	13056
798.327	12846
798.466	12918
798.665	12685
798.76	12402
798.818	12449
799.065	15436
799.255	13258
799.49	12837
799.576	12586
799.656	12620
799.776	12132
800.04	14482
800.373	12644
800.437	12491
800.464	12696
800.474	12394
800.58	12459
800.868	12411
801.053	15655
801.375	12987
801.494	12840
801.683	12620
801.811	12476
801.907	12496
802.075	14589
802.314	12752
802.419	12593
802.562	12583
802.667	12690
803.107	26363
803.335	14551
803.5	14136
803.646	13362
803.731	12891
803.763	12811
803.826	12988
804.102	17678
804.343	13662
804.579	13459
804.694	13317
804.798	13067
805.095	17245
805.358	13831
805.532	13621
805.636	13246
805.792	13259
805.883	13099
806.072	14782
806.115	14857
806.315	13532
806.558	13226
806.621	13057
806.749	13286
806.798	13185
806.822	13131
807.073	16218
807.23	14244
807.327	13688
807.435	13595
807.487	13566
807.589	13341
807.662	13339
807.794	13113
808.062	14649
808.225	13781
808.393	13562
808.545	13274
808.686	12921
808.786	12936
808.856	12906
809.066	15839
809.303	13567
809.547	13135
809.652	13067
809.796	13002
810.079	14884
810.243	13548
810.399	13112
810.608	13021
810.755	12756
811.051	15384
811.255	13538
811.344	13629
811.489	13088
811.609	13264
811.791	12701
811.874	12942
812.06	14248
812.196	13681
812.503	12920
812.644	13202
813.056	15495
813.219	13928
813.298	13618
813.39	13330
813.47	13004
813.552	12832
813.648	12775
813.75	12771
813.851	12910
814.086	14258
814.379	13124
814.517	12843
814.6	12862
814.676	12883
814.785	12807
814.843	12550
815.062	15414
815.573	12721
815.651	12736
815.724	12531
815.812	12543
815.884	12712
816.07	14422
816.28	13116
816.565	12726
816.743	12696
817.064	15321
817.338	13296
817.557	12579
817.733	12652
817.843	12917
818.054	14165
818.28	13274
818.361	12815
818.635	12613
818.761	12392
819.056	15678
819.304	13088
819.328	13187
819.357	13114
819.377	12997
819.575	12770
819.641	12794
820.083	14683
820.344	12778
820.432	12780
820.534	12777
820.681	12512
820.698	12401
820.877	12835
821.119	23895
821.481	13509
821.541	13472
821.639	13302
821.906	12829
822.125	16915
822.39	13300
822.446	13289
822.583	13494
822.732	12760
822.838	12961
823.11	15989
823.352	13335
823.534	13118
823.621	12807
823.716	12947
823.794	12784
824.051	14304
824.175	13858
824.276	13546
824.486	13214
824.656	12720
824.739	12936
824.835	12689
825.067	15564
825.308	13603
825.429	13352
825.695	13122
825.852	13068
826.056	14019
826.365	13402
826.633	13063
826.719	12984
826.821	12819
827.058	15248
827.308	13443
827.318	13399
827.502	12924
827.627	12753
827.756	12532
827.856	12553
828.083	14806
828.366	12847
828.438	13108
828.526	12916
828.709	12583
828.814	12637
829.066	15554
829.403	13301
829.482	12923
829.598	12724
829.731	12613
829.816	12477
830.064	14704
830.371	13167
830.576	12952
830.728	13027
830.789	13061
830.857	13131
831.055	15437
831.324	13492
831.476	12913
831.514	13005
831.625	12853
831.807	12865
831.883	12801
832.086	14767
832.434	13008
832.502	12639
832.624	12390
832.7	12893
832.857	13062
833.051	15082
833.158	14107
833.616	12794
833.735	12808
834.082	14726
834.354	13052
834.475	12538
834.668	12620
834.813	12575
835.072	15450
835.525	12866
835.646	12964
835.702	12615
835.811	12403
835.907	12555
836.053	14069
836.243	13278
836.381	12802
836.589	12524
836.701	12536
836.743	12584
836.849	12514
837.078	14690
837.378	12873
837.551	12533
837.657	12535
837.82	12605
837.842	12509
838.141	14625
838.247	13612
838.478	12548
838.677	12494
838.769	12329
838.826	12345
839.121	16908
839.371	13139
839.588	12556
839.704	12479
839.771	12405
839.78	12250
839.843	12319
840.101	14784
840.446	12771
840.565	12989
840.653	12480
840.8	12488
840.827	12635
841.078	15474
841.273	13201
841.355	12721
841.487	12805
841.564	12694
841.7	12542
842.082	14258
842.294	12649
842.31	12605
842.496	12466
842.707	12142
842.733	12271
842.846	12209
843.053	15364
843.329	12883
843.443	12756
843.585	12429
843.648	12415
843.703	12556
843.845	12283
844.067	14102
844.128	13858
844.322	12640
844.425	12705
844.522	12451
844.71	12222
844.755	12257
844.847	12458
845.051	15116
845.3	13085
845.506	12870
845.615	12482
845.816	12153
846.079	14206
846.41	12970
846.508	12741
846.594	12553
846.701	12380
846.719	12322
846.867	12443
847.05	15020
847.262	13377
847.375	13238
847.645	12569
847.727	12513
847.823	12269
847.923	12685
848.085	14258
848.377	13404
848.418	13429
848.605	13152
848.854	12844
849.052	14554
849.315	13587
849.48	12912
849.592	12529
849.678	12656
849.731	12773
850.08	14178
850.344	13172
850.535	12591
850.587	12518
850.818	12381
850.86	12495
851.087	14457
851.44	12744
851.557	12493
851.656	12455
851.708	12418
851.717	12426
851.843	12461
852.165	15033
852.349	13076
852.455	12880
852.599	12619
852.776	12152
852.863	12649
853.09	14507
853.157	14454
853.427	12757
853.5	12923
853.582	12606
853.698	12698
853.852	12490
853.986	13137
854.064	13647
854.154	13697
854.466	12514
854.494	12444
854.514	12536
854.655	12514
854.848	12490
855.035	14287
855.204	13122
855.299	12794
855.339	12798
855.508	12844
855.611	12341
855.692	12202
855.781	12210
856.162	14730
856.4	12486
856.513	12539
856.619	12505
856.737	12464
856.848	12210
857.05	14595
857.173	15718
857.358	12887
857.544	12922
857.728	12511
857.841	12099
858.192	31161
858.573	13473
858.805	12957
858.888	12988
859.192	21668
859.575	13326
859.798	12869
860.211	32344
860.642	13961
860.794	13197
861.212	23049
861.617	13583
861.694	13489
861.873	13121
862.055	14272
862.217	18374
862.543	13377
862.622	13341
862.725	13130
862.834	13260
863.071	14967
863.196	15466
863.332	13969
863.453	13297
863.511	13466
863.745	12763
864.085	14354
864.203	14287
864.41	13092
864.505	13100
864.697	13115
865.101	14942
865.253	14235
865.496	13254
865.563	12955
865.655	12912
865.722	12649
865.823	12372
865.918	12835
866.083	14403
866.243	13599
866.526	13053
866.767	12711
867.059	15936
867.266	13583
867.398	12751
867.598	12757
867.864	12548
868.075	14765
868.223	13237
868.38	12687
868.543	12556
868.755	12765
868.766	12709
869.069	14950
869.439	12866
869.504	12787
869.63	12592
869.774	12382
870.053	13838
870.238	13082
870.395	12940
870.531	12647
870.616	12631
870.667	12584
870.776	12358
870.844	12472
871.059	14640
871.435	12804
871.58	12596
871.76	12713
871.915	12475
872.077	14394
872.185	13288
872.204	13250
872.228	13361
872.423	12803
872.446	12581
872.468	12769
872.564	12767
872.638	12609
872.736	12230
872.881	12654
873.067	14718
873.404	12545
873.457	12713
873.531	12907
873.686	12486
873.8	12417
874.051	14015
874.138	13772
874.402	12557
874.494	12332
874.589	12723
874.68	12434
874.79	12788
874.862	12877
875.099	14220
875.157	14343
875.404	13277
875.495	13321
875.56	13302
875.68	13528
875.773	13928
876.208	307566
877.207	148231
877.675	18030
878.211	78150
878.7	17458
879.209	34320
879.566	15319
879.706	14862
880.207	21040
880.551	14193
880.725	13795
881.049	15516
881.187	16373
881.471	13519
881.54	13507
881.709	13382
881.787	13238
882.156	15051
882.22	14903
882.368	13884
882.527	13900
882.668	13724
882.775	13536
882.854	13175
883.131	15327
883.429	13886
883.474	13934
883.56	13576
883.753	13211
883.83	13195
883.889	13244
884.07	14481
884.153	14553
884.397	13352
884.466	13318
884.57	13576
884.731	13115
884.807	13028
885.048	15115
885.166	14757
885.328	13775
885.558	13437
885.657	13253
885.701	13293
885.788	13100
885.857	13051
885.998	13931
886.077	14226
886.252	13747
886.439	13528
886.58	13052
886.773	13185
886.836	13203
887.062	14982
887.203	14449
887.598	13247
887.78	13043
887.892	13515
888.046	14226
888.299	13525
888.373	13356
888.548	13120
888.697	13065
888.72	13030
888.735	12980
888.846	13235
889.064	15284
889.178	14755
889.571	19265
889.637	19147
889.807	17099
890.046	15711
890.233	15301
890.414	15242
890.58	15816
890.653	15891
891.068	15608
891.301	14321
891.515	14139
891.652	14344
892.08	14753
892.221	14042
892.397	13636
892.672	13500
892.726	13520
893.06	14933
893.186	14757
893.422	13404
893.661	12881
893.763	12885
893.942	13537
894.217	18789
894.661	13064
894.759	13083
895.199	17906
895.677	13076
895.789	12942
896.197	15297
896.541	13096
896.745	12810
897.049	14792
897.193	14132
897.36	13725
897.502	13031
897.634	12927
897.717	12690
897.78	12898
897.828	12716
897.912	12586
898.182	31492
898.617	13266
898.736	13171
899.181	22238
899.536	13218
899.726	13198
899.911	12899
900.185	17438
900.467	13001
900.601	12673
900.698	12611
900.8	12970
901.165	16276
901.417	12761
901.438	12679
901.542	13061
901.693	12667
901.769	12534
902.13	14418
902.335	13166
902.534	12766
902.669	12889
903.065	14454
903.174	14096
903.246	13929
903.416	13129
903.579	12718
903.589	12728
903.716	12772
903.827	12663
904.029	13804
904.216	13789
904.477	12743
904.566	12796
904.675	12730
904.835	12817
905.032	14230
905.099	14076
905.21	13869
905.455	12652
905.551	12569
905.65	12830
906.088	13671
906.224	13504
906.251	13354
906.391	12910
906.552	12562
906.635	12565
906.646	12482
906.73	12865
906.781	12868
907.181	17866
907.454	13116
907.681	16132
907.927	13010
908.185	17319
908.504	12802
908.677	13292
909.104	15008
909.175	15139
909.552	13035
909.639	13173
909.722	13146
910.057	13815
910.137	14046
910.239	13617
910.524	12863
910.696	12560
910.711	12480
910.827	12764
911.079	14456
911.276	13335
911.415	12938
911.66	12634
911.762	12671
912.076	13591
912.19	13334
912.365	12650
912.536	12633
912.638	12489
912.709	12344
912.796	12416
912.928	12590
913.056	14227
913.339	12842
913.424	12411
913.539	12433
913.576	12424
913.635	12472
913.717	12503
913.803	12546
914.096	14244
914.154	14135
914.451	12526
914.534	12341
914.711	12345
914.887	12618
915.122	14493
915.514	12211
915.603	12374
915.634	12339
915.8	12067
915.839	12112
915.857	12114
916.008	12638
916.156	13604
916.343	12641
916.44	12547
916.659	12190
916.719	12239
917.085	14196
917.258	12939
917.421	12598
917.607	12216
917.718	12194
917.775	11992
917.808	11997
917.871	12045
918.141	13885
918.315	12691
918.535	12289
918.654	12480
918.703	12584
919.155	14046
919.482	12465
919.622	12625
919.8	12311
920.116	13789
920.15	13762
920.474	12578
920.504	12521
920.629	12397
920.802	12394
920.83	12231
921.128	13980
921.315	12608
921.43	12752
921.625	12331
921.731	12302
921.821	12214
922.117	13568
922.455	12431
922.505	12441
922.699	12344
923.111	13806
923.174	14004
923.385	12711
923.413	12637
923.427	12599
923.598	12608
923.827	12422
924.11	13541
924.36	12793
924.475	12602
924.594	12322
924.663	12117
924.744	12182
925.09	14189
925.35	12952
925.465	12517
925.531	12495
925.645	12134
925.732	12457
925.84	12346
926.04	13394
926.27	13052
926.451	12452
926.562	12538
926.618	12337
926.743	12250
926.834	12375
927.085	13907
927.263	13112
927.483	12479
927.612	12367
927.714	12439
927.816	12443
928.09	13410
928.176	12916
928.279	12698
928.416	12504
928.49	12425
928.571	12626
928.63	12514
928.774	12486
929.046	13453
929.104	13604
929.267	12979
929.354	12558
929.459	12595
929.616	12417
929.692	12191
929.744	12165
929.823	12151
930.033	13116
930.135	13304
930.386	12485
930.541	12320
930.638	12307
930.762	12139
931.11	13883
931.207	13502
931.378	12703
931.44	12648
931.602	12307
932.05	13389
932.137	13710
932.283	12680
932.492	12324
932.601	12329
932.682	12373
933.109	13600
933.194	13202
933.608	12193
933.654	12194
933.824	12122
934.075	13362
934.164	13297
934.307	12704
934.504	12255
934.611	12240
934.694	12296
935.062	13726
935.422	12523
935.633	12235
935.745	12035
935.771	11910
935.881	12136
936.068	13465
936.155	13392
936.347	12618
936.408	12764
936.526	12351
936.665	12296
936.798	12411
937.031	13820
937.088	13930
937.185	13597
937.368	13016
937.421	13108
937.478	12980
937.533	13028
937.63	13170
937.701	13199
937.821	13236
937.912	13300
938.157	62181
938.665	17123
939.156	35942
939.523	16371
939.675	16167
939.82	16060
940.165	24548
940.372	20284
940.56	16659
940.683	16575
941.154	20534
941.567	15816
941.702	16035
941.859	15349
942.157	17076
942.381	16102
942.472	15282
942.557	15373
942.733	14792
942.875	14714
943.138	16064
943.455	15033
943.567	14694
943.651	14603
943.771	14404
943.885	14534
944.127	15697
944.266	15044
944.355	14668
944.548	14434
944.804	14399
945.016	15196
945.088	15657
945.301	14765
945.372	14574
945.547	14487
945.635	14440
945.727	14509
946.105	15569
946.202	14910
946.39	14496
946.583	14305
946.67	14435
946.719	14533
946.873	14143
947.051	15474
947.211	14859
947.288	14534
947.657	13909
947.831	14132
948.062	15063
948.165	14945
948.26	14636
948.409	14112
948.489	14313
948.615	14321
948.719	13932
948.816	13841
948.835	13788
948.87	13890
949.066	15881
949.155	15575
949.322	14535
949.416	14423
949.704	14391
949.878	14295
950.077	15529
950.196	15050
950.362	14637
950.433	14599
950.533	14605
950.635	14481
950.815	14321
951.075	15429
951.185	15162
951.583	14140
951.648	14176
951.79	14011
951.866	14018
952.114	15281
952.396	14157
952.564	14144
952.734	13941
953.059	15385
953.391	14066
953.526	13951
953.677	13585
953.797	13413
954.036	14698
954.234	14518
954.377	13726
954.495	14045
954.701	13731
954.775	13658
955.137	15816
955.744	16732
955.867	16344
956.173	341945
957.173	155832
957.714	30226
958.18	79290
958.581	28487
958.774	27219
959.18	38964
959.621	24890
959.748	24363
959.823	24442
960.159	28792
960.47	23723
960.564	22803
960.734	22132
960.815	21974
961.152	24423
961.395	22018
961.476	21808
961.565	21548
961.666	21826
961.785	21294
961.913	21398
962.021	21772
962.145	22627
962.332	21619
962.565	20880
962.698	20681
962.804	20816
962.9	20485
963.05	21783
963.315	20168
963.479	20413
963.675	20281
963.8	20278
963.972	19979
964.133	21154
964.301	19944
964.442	19676
964.61	19702
964.774	19653
965.11	21382
965.389	20324
965.499	19965
965.674	20206
965.863	20042
966.039	20654
966.134	21050
966.276	20355
966.398	20946
966.716	20942
966.783	21095
967.005	21129
967.098	21790
967.175	21624
967.252	21227
967.321	21253
967.475	20593
967.643	20673
967.855	20654
968.06	21475
968.202	22439
968.36	20888
968.536	20196
968.642	20159
